,season,goals,name
6,Season 14/15,8,Ander Herrera
7,Season 15/16,5,Ander Herrera
8,Season 16/17,2,Ander Herrera
9,Season 17/18,2,Ander Herrera
10,Season 18/19,1,Ander Herrera
0,Season 11/12,1,Ander Iturraspe
1,Season 14/15,2,Ander Iturraspe
0,Season 13/14,1,Andoni Gorosabel
1,Season 16/17,1,Andoni Gorosabel
2,Season 17/18,1,Andoni Gorosabel
0,Season 11/12,9,Andre Gray
1,Season 12/13,18,Andre Gray
2,Season 13/14,30,Andre Gray
3,Season 14/15,18,Andre Gray
4,Season 15/16,26,Andre Gray
5,Season 16/17,10,Andre Gray
6,Season 17/18,5,Andre Gray
7,Season 18/19,3,Andre Gray
0,Season 08/09,5,Andre Hoffmann
1,Season 09/10,2,Andre Hoffmann
2,Season 10/11,6,Andre Hoffmann
3,Season 11/12,1,Andre Hoffmann
4,Season 12/13,2,Andre Hoffmann
5,Season 16/17,1,Andre Hoffmann
6,Season 17/18,2,Andre Hoffmann
0,Season 01/02,1,Andrea Barzagli
1,Season 02/03,2,Andrea Barzagli
2,Season 03/04,3,Andrea Barzagli
3,Season 05/06,2,Andrea Barzagli
4,Season 06/07,1,Andrea Barzagli
5,Season 09/10,1,Andrea Barzagli
6,Season 11/12,1,Andrea Barzagli
7,Season 15/16,1,Andrea Barzagli
0,Season 12/13,6,Andrea Beghetto
1,Season 14/15,3,Andrea Beghetto
2,Season 16/17,1,Andrea Beghetto
3,Season 17/18,1,Andrea Beghetto
0,Season 10/11,3,Andrea Belotti
1,Season 11/12,15,Andrea Belotti
2,Season 12/13,12,Andrea Belotti
3,Season 13/14,10,Andrea Belotti
4,Season 14/15,6,Andrea Belotti
5,Season 15/16,12,Andrea Belotti
6,Season 16/17,28,Andrea Belotti
7,Season 17/18,13,Andrea Belotti
8,Season 18/19,7,Andrea Belotti
0,Season 08/09,2,Andrea Bertolacci
1,Season 09/10,1,Andrea Bertolacci
2,Season 10/11,4,Andrea Bertolacci
3,Season 11/12,3,Andrea Bertolacci
4,Season 12/13,4,Andrea Bertolacci
5,Season 13/14,2,Andrea Bertolacci
6,Season 14/15,6,Andrea Bertolacci
7,Season 15/16,1,Andrea Bertolacci
8,Season 16/17,1,Andrea Bertolacci
9,Season 17/18,1,Andrea Bertolacci
0,Season 11/12,1,Andrea Conti
1,Season 12/13,7,Andrea Conti
2,Season 15/16,2,Andrea Conti
3,Season 16/17,8,Andrea Conti
0,Season 14/15,10,Andrea Favilli
1,Season 15/16,21,Andrea Favilli
2,Season 16/17,8,Andrea Favilli
3,Season 17/18,8,Andrea Favilli
0,Season 05/06,1,Andrea Masiello
1,Season 07/08,1,Andrea Masiello
2,Season 09/10,2,Andrea Masiello
3,Season 10/11,2,Andrea Masiello
4,Season 11/12,1,Andrea Masiello
5,Season 16/17,3,Andrea Masiello
6,Season 17/18,5,Andrea Masiello
7,Season 18/19,1,Andrea Masiello
0,Season 12/13,15,Andrea Petagna
1,Season 13/14,8,Andrea Petagna
2,Season 14/15,1,Andrea Petagna
3,Season 15/16,7,Andrea Petagna
4,Season 16/17,5,Andrea Petagna
5,Season 17/18,6,Andrea Petagna
6,Season 18/19,6,Andrea Petagna
0,Season 15/16,21,Andrea Pinamonti
1,Season 16/17,19,Andrea Pinamonti
2,Season 17/18,8,Andrea Pinamonti
3,Season 18/19,2,Andrea Pinamonti
0,Season 07/08,7,Andrea Poli
1,Season 08/09,5,Andrea Poli
2,Season 11/12,1,Andrea Poli
3,Season 12/13,3,Andrea Poli
4,Season 13/14,2,Andrea Poli
5,Season 14/15,1,Andrea Poli
6,Season 17/18,2,Andrea Poli
7,Season 18/19,2,Andrea Poli
0,Season 04/05,1,Andrea Raggi
1,Season 06/07,1,Andrea Raggi
2,Season 07/08,1,Andrea Raggi
3,Season 09/10,1,Andrea Raggi
4,Season 11/12,1,Andrea Raggi
5,Season 12/13,4,Andrea Raggi
6,Season 13/14,1,Andrea Raggi
7,Season 15/16,4,Andrea Raggi
8,Season 17/18,1,Andrea Raggi
0,Season 06/07,1,Andrea Ranocchia
1,Season 08/09,1,Andrea Ranocchia
2,Season 09/10,2,Andrea Ranocchia
3,Season 10/11,4,Andrea Ranocchia
4,Season 11/12,1,Andrea Ranocchia
5,Season 12/13,3,Andrea Ranocchia
6,Season 13/14,2,Andrea Ranocchia
7,Season 14/15,2,Andrea Ranocchia
8,Season 16/17,2,Andrea Ranocchia
9,Season 17/18,2,Andrea Ranocchia
0,Season 05/06,1,Andreas Beck
1,Season 07/08,1,Andreas Beck
2,Season 11/12,1,Andreas Beck
3,Season 12/13,1,Andreas Beck
4,Season 13/14,1,Andreas Beck
5,Season 16/17,1,Andreas Beck
6,Season 17/18,1,Andreas Beck
0,Season 13/14,3,Andreas Christensen
1,Season 14/15,1,Andreas Christensen
2,Season 15/16,3,Andreas Christensen
3,Season 16/17,4,Andreas Christensen
0,Season 12/13,20,Andreas Cornelius
1,Season 13/14,6,Andreas Cornelius
2,Season 14/15,8,Andreas Cornelius
3,Season 15/16,6,Andreas Cornelius
4,Season 16/17,21,Andreas Cornelius
5,Season 17/18,6,Andreas Cornelius
6,Season 18/19,4,Andreas Cornelius
0,Season 13/14,4,Andreas Pereira
1,Season 14/15,3,Andreas Pereira
2,Season 15/16,7,Andreas Pereira
3,Season 16/17,5,Andreas Pereira
4,Season 17/18,1,Andreas Pereira
0,Season 16/17,1,Andreas Poulsen
0,Season 2013,4,Andrei Girotto
1,Season 2014,5,Andrei Girotto
2,Season 2015,1,Andrei Girotto
3,Season 2016,5,Andrei Girotto
4,Season 2017,2,Andrei Girotto
5,Season 17/18,1,Andrei Girotto
6,Season 18/19,1,Andrei Girotto
0,Season 09/10,7,Andrej Kramaric
1,Season 10/11,1,Andrej Kramaric
2,Season 11/12,5,Andrej Kramaric
3,Season 12/13,15,Andrej Kramaric
4,Season 13/14,31,Andrej Kramaric
5,Season 14/15,32,Andrej Kramaric
6,Season 15/16,7,Andrej Kramaric
7,Season 16/17,18,Andrej Kramaric
8,Season 17/18,13,Andrej Kramaric
9,Season 18/19,10,Andrej Kramaric
0,Season 13/14,4,Andrew Hjulsager
1,Season 14/15,4,Andrew Hjulsager
2,Season 15/16,2,Andrew Hjulsager
3,Season 16/17,10,Andrew Hjulsager
0,Season 12/13,2,Andrew Robertson
1,Season 13/14,5,Andrew Robertson
2,Season 15/16,4,Andrew Robertson
3,Season 16/17,1,Andrew Robertson
4,Season 17/18,1,Andrew Robertson
0,Season 04/05,2,Andrew Surman
1,Season 05/06,9,Andrew Surman
2,Season 06/07,5,Andrew Surman
3,Season 07/08,4,Andrew Surman
4,Season 08/09,7,Andrew Surman
5,Season 10/11,3,Andrew Surman
6,Season 11/12,5,Andrew Surman
7,Season 14/15,3,Andrew Surman
8,Season 17/18,2,Andrew Surman
0,Season 14/15,6,Andrija Balic
1,Season 15/16,4,Andrija Balic
2,Season 16/17,1,Andrija Balic
0,Season 07/08,1,Andriy Yarmolenko
1,Season 08/09,5,Andriy Yarmolenko
2,Season 09/10,7,Andriy Yarmolenko
3,Season 10/11,16,Andriy Yarmolenko
4,Season 11/12,13,Andriy Yarmolenko
5,Season 12/13,13,Andriy Yarmolenko
6,Season 13/14,21,Andriy Yarmolenko
7,Season 14/15,19,Andriy Yarmolenko
8,Season 15/16,19,Andriy Yarmolenko
9,Season 16/17,19,Andriy Yarmolenko
10,Season 17/18,11,Andriy Yarmolenko
11,Season 18/19,2,Andriy Yarmolenko
0,Season 08/09,1,Andros Townsend
1,Season 09/10,5,Andros Townsend
2,Season 10/11,6,Andros Townsend
3,Season 11/12,3,Andros Townsend
4,Season 12/13,7,Andros Townsend
5,Season 13/14,4,Andros Townsend
6,Season 14/15,6,Andros Townsend
7,Season 15/16,8,Andros Townsend
8,Season 16/17,3,Andros Townsend
9,Season 17/18,2,Andros Townsend
10,Season 18/19,4,Andros Townsend
0,Season 12/13,8,André Gomes
1,Season 13/14,7,André Gomes
2,Season 14/15,4,André Gomes
3,Season 15/16,4,André Gomes
4,Season 16/17,3,André Gomes
0,Season 08/09,5,André Hahn
1,Season 09/10,1,André Hahn
2,Season 10/11,11,André Hahn
3,Season 11/12,4,André Hahn
4,Season 12/13,2,André Hahn
5,Season 13/14,12,André Hahn
6,Season 14/15,6,André Hahn
7,Season 15/16,8,André Hahn
8,Season 16/17,5,André Hahn
9,Season 17/18,3,André Hahn
10,Season 18/19,2,André Hahn
0,Season 07/08,8,André Schürrle
1,Season 08/09,16,André Schürrle
2,Season 09/10,5,André Schürrle
3,Season 10/11,15,André Schürrle
4,Season 11/12,9,André Schürrle
5,Season 12/13,14,André Schürrle
6,Season 13/14,9,André Schürrle
7,Season 14/15,7,André Schürrle
8,Season 15/16,12,André Schürrle
9,Season 16/17,5,André Schürrle
10,Season 17/18,3,André Schürrle
11,Season 18/19,5,André Schürrle
0,Season 13/14,9,André Silva
1,Season 14/15,7,André Silva
2,Season 15/16,18,André Silva
3,Season 16/17,21,André Silva
4,Season 17/18,10,André Silva
5,Season 18/19,9,André Silva
0,Season 06/07,5,Andrés Guardado
1,Season 07/08,5,Andrés Guardado
2,Season 08/09,3,Andrés Guardado
3,Season 09/10,4,Andrés Guardado
4,Season 10/11,2,Andrés Guardado
5,Season 11/12,11,Andrés Guardado
6,Season 12/13,1,Andrés Guardado
7,Season 14/15,1,Andrés Guardado
8,Season 15/16,1,Andrés Guardado
9,Season 16/17,2,Andrés Guardado
10,Season 17/18,2,Andrés Guardado
0,Season 07/08,1,Andy Carroll
1,Season 08/09,3,Andy Carroll
2,Season 09/10,19,Andy Carroll
3,Season 10/11,14,Andy Carroll
4,Season 11/12,9,Andy Carroll
5,Season 12/13,7,Andy Carroll
6,Season 13/14,2,Andy Carroll
7,Season 14/15,5,Andy Carroll
8,Season 15/16,9,Andy Carroll
9,Season 16/17,7,Andy Carroll
10,Season 17/18,3,Andy Carroll
0,Season 10/11,6,Andy Delort
1,Season 11/12,1,Andy Delort
2,Season 12/13,1,Andy Delort
3,Season 13/14,25,Andy Delort
4,Season 14/15,2,Andy Delort
5,Season 15/16,13,Andy Delort
6,Season 16/17,10,Andy Delort
7,Season 17/18,5,Andy Delort
8,Season 18/19,7,Andy Delort
0,Season 07/08,1,Andy King
1,Season 08/09,10,Andy King
2,Season 09/10,11,Andy King
3,Season 10/11,16,Andy King
4,Season 11/12,4,Andy King
5,Season 12/13,7,Andy King
6,Season 13/14,4,Andy King
7,Season 14/15,2,Andy King
8,Season 15/16,3,Andy King
9,Season 16/17,2,Andy King
10,Season 17/18,4,Andy King
0,Season 15/16,3,Angelo Fulgini
1,Season 16/17,6,Angelo Fulgini
2,Season 17/18,4,Angelo Fulgini
3,Season 18/19,1,Angelo Fulgini
0,Season 09/10,1,Angelo Ogbonna
1,Season 15/16,1,Angelo Ogbonna
2,Season 17/18,3,Angelo Ogbonna
3,Season 18/19,2,Angelo Ogbonna
0,Season 12/13,10,Ante Coric
1,Season 13/14,1,Ante Coric
2,Season 14/15,5,Ante Coric
3,Season 15/16,5,Ante Coric
4,Season 16/17,8,Ante Coric
5,Season 17/18,4,Ante Coric
0,Season 10/11,1,Ante Rebic
1,Season 11/12,5,Ante Rebic
2,Season 12/13,10,Ante Rebic
3,Season 13/14,2,Ante Rebic
4,Season 15/16,1,Ante Rebic
5,Season 16/17,3,Ante Rebic
6,Season 17/18,9,Ante Rebic
7,Season 18/19,5,Ante Rebic
0,Season 15/16,3,Anthony Briancon
1,Season 16/17,6,Anthony Briancon
2,Season 17/18,4,Anthony Briancon
3,Season 18/19,2,Anthony Briancon
0,Season 09/10,1,Anthony Gonçalves
1,Season 11/12,2,Anthony Gonçalves
2,Season 12/13,4,Anthony Gonçalves
3,Season 14/15,3,Anthony Gonçalves
4,Season 15/16,1,Anthony Gonçalves
5,Season 17/18,2,Anthony Gonçalves
6,Season 18/19,1,Anthony Gonçalves
0,Season 10/11,2,Anthony Knockaert
1,Season 11/12,13,Anthony Knockaert
2,Season 12/13,9,Anthony Knockaert
3,Season 13/14,7,Anthony Knockaert
4,Season 14/15,3,Anthony Knockaert
5,Season 15/16,13,Anthony Knockaert
6,Season 16/17,15,Anthony Knockaert
7,Season 17/18,3,Anthony Knockaert
8,Season 18/19,1,Anthony Knockaert
0,Season 11/12,2,Anthony Limbombe
1,Season 12/13,2,Anthony Limbombe
2,Season 13/14,4,Anthony Limbombe
3,Season 14/15,16,Anthony Limbombe
4,Season 15/16,7,Anthony Limbombe
5,Season 16/17,1,Anthony Limbombe
6,Season 17/18,6,Anthony Limbombe
0,Season 10/11,1,Anthony Lozano
1,Season 11/12,2,Anthony Lozano
2,Season 12/13,1,Anthony Lozano
3,Season 13/14,1,Anthony Lozano
4,Season 14/15,4,Anthony Lozano
5,Season 15/16,10,Anthony Lozano
6,Season 16/17,10,Anthony Lozano
7,Season 17/18,6,Anthony Lozano
0,Season 13/14,2,Anthony Martial
1,Season 14/15,12,Anthony Martial
2,Season 15/16,19,Anthony Martial
3,Season 16/17,8,Anthony Martial
4,Season 17/18,11,Anthony Martial
5,Season 18/19,8,Anthony Martial
0,Season 06/07,5,Anthony Pilkington
1,Season 07/08,7,Anthony Pilkington
2,Season 08/09,9,Anthony Pilkington
3,Season 09/10,7,Anthony Pilkington
4,Season 10/11,14,Anthony Pilkington
5,Season 11/12,8,Anthony Pilkington
6,Season 12/13,5,Anthony Pilkington
7,Season 13/14,2,Anthony Pilkington
8,Season 14/15,1,Anthony Pilkington
9,Season 15/16,9,Anthony Pilkington
10,Season 16/17,8,Anthony Pilkington
11,Season 17/18,5,Anthony Pilkington
0,Season 2010,14,Anthony Ujah
1,Season 2011,13,Anthony Ujah
2,Season 11/12,2,Anthony Ujah
3,Season 12/13,13,Anthony Ujah
4,Season 13/14,11,Anthony Ujah
5,Season 14/15,12,Anthony Ujah
6,Season 15/16,20,Anthony Ujah
7,Season 2017,5,Anthony Ujah
8,Season 18/19,2,Anthony Ujah
0,Season 09/10,6,Antoine Griezmann
1,Season 10/11,7,Antoine Griezmann
2,Season 11/12,8,Antoine Griezmann
3,Season 12/13,11,Antoine Griezmann
4,Season 13/14,20,Antoine Griezmann
5,Season 14/15,25,Antoine Griezmann
6,Season 15/16,32,Antoine Griezmann
7,Season 16/17,26,Antoine Griezmann
8,Season 17/18,29,Antoine Griezmann
9,Season 18/19,8,Antoine Griezmann
0,Season 14/15,5,Antonin Barak
1,Season 15/16,9,Antonin Barak
2,Season 16/17,5,Antonin Barak
3,Season 17/18,7,Antonin Barak
0,Season 16/17,2,Antonin Bobichon
1,Season 17/18,1,Antonin Bobichon
2,Season 18/19,2,Antonin Bobichon
0,Season 07/08,1,Antonino Barillà
1,Season 08/09,2,Antonino Barillà
2,Season 09/10,4,Antonino Barillà
3,Season 10/11,1,Antonino Barillà
4,Season 12/13,3,Antonino Barillà
5,Season 13/14,3,Antonino Barillà
6,Season 14/15,6,Antonino Barillà
7,Season 15/16,3,Antonino Barillà
8,Season 16/17,3,Antonino Barillà
9,Season 17/18,4,Antonino Barillà
10,Season 18/19,1,Antonino Barillà
0,Season 13/14,1,Antonino La Gumina
1,Season 14/15,21,Antonino La Gumina
2,Season 15/16,23,Antonino La Gumina
3,Season 16/17,4,Antonino La Gumina
4,Season 17/18,12,Antonino La Gumina
5,Season 18/19,2,Antonino La Gumina
0,Season 06/07,2,Antonio Barragán
1,Season 10/11,1,Antonio Barragán
2,Season 13/14,1,Antonio Barragán
3,Season 14/15,1,Antonio Barragán
0,Season 12/13,1,Antonio Barreca
1,Season 13/14,1,Antonio Barreca
2,Season 14/15,1,Antonio Barreca
0,Season 07/08,4,Antonio Candreva
1,Season 08/09,2,Antonio Candreva
2,Season 09/10,2,Antonio Candreva
3,Season 10/11,3,Antonio Candreva
4,Season 11/12,7,Antonio Candreva
5,Season 12/13,7,Antonio Candreva
6,Season 13/14,12,Antonio Candreva
7,Season 14/15,11,Antonio Candreva
8,Season 15/16,12,Antonio Candreva
9,Season 16/17,8,Antonio Candreva
10,Season 18/19,1,Antonio Candreva
0,Season 13/14,1,Antonio Cotán
1,Season 14/15,4,Antonio Cotán
2,Season 16/17,4,Antonio Cotán
3,Season 17/18,2,Antonio Cotán
0,Season 11/12,1,Antonio Di Gaudio
1,Season 12/13,6,Antonio Di Gaudio
2,Season 13/14,3,Antonio Di Gaudio
3,Season 14/15,8,Antonio Di Gaudio
4,Season 15/16,4,Antonio Di Gaudio
5,Season 16/17,4,Antonio Di Gaudio
6,Season 17/18,5,Antonio Di Gaudio
0,Season 11/12,1,Antonio Luna
1,Season 12/13,1,Antonio Luna
2,Season 13/14,1,Antonio Luna
3,Season 16/17,1,Antonio Luna
0,Season 08/09,2,Antonio Rüdiger
1,Season 09/10,1,Antonio Rüdiger
2,Season 10/11,1,Antonio Rüdiger
3,Season 11/12,1,Antonio Rüdiger
4,Season 12/13,2,Antonio Rüdiger
5,Season 13/14,2,Antonio Rüdiger
6,Season 15/16,2,Antonio Rüdiger
7,Season 16/17,1,Antonio Rüdiger
8,Season 17/18,3,Antonio Rüdiger
9,Season 18/19,1,Antonio Rüdiger
0,Season 13/14,8,Antonio Sanabria
1,Season 14/15,8,Antonio Sanabria
2,Season 15/16,11,Antonio Sanabria
3,Season 16/17,4,Antonio Sanabria
4,Season 17/18,8,Antonio Sanabria
5,Season 18/19,3,Antonio Sanabria
0,Season 06/07,1,Antonio Valencia
1,Season 07/08,2,Antonio Valencia
2,Season 08/09,3,Antonio Valencia
3,Season 09/10,7,Antonio Valencia
4,Season 10/11,3,Antonio Valencia
5,Season 11/12,6,Antonio Valencia
6,Season 12/13,1,Antonio Valencia
7,Season 13/14,4,Antonio Valencia
8,Season 16/17,1,Antonio Valencia
9,Season 17/18,3,Antonio Valencia
0,Season 12/13,2,Antoñito
1,Season 13/14,1,Antoñito
2,Season 15/16,1,Antoñito
3,Season 18/19,2,Antoñito
0,Season 16/17,1,Anuar
1,Season 17/18,2,Anuar
0,Season 05/06,6,Aritz Aduriz
1,Season 06/07,9,Aritz Aduriz
2,Season 07/08,8,Aritz Aduriz
3,Season 08/09,11,Aritz Aduriz
4,Season 09/10,13,Aritz Aduriz
5,Season 10/11,14,Aritz Aduriz
6,Season 11/12,9,Aritz Aduriz
7,Season 12/13,18,Aritz Aduriz
8,Season 13/14,18,Aritz Aduriz
9,Season 14/15,26,Aritz Aduriz
10,Season 15/16,36,Aritz Aduriz
11,Season 16/17,24,Aritz Aduriz
12,Season 17/18,20,Aritz Aduriz
13,Season 18/19,5,Aritz Aduriz
0,Season 13/14,4,Aritz Elustondo
1,Season 14/15,4,Aritz Elustondo
2,Season 15/16,1,Aritz Elustondo
3,Season 17/18,3,Aritz Elustondo
4,Season 18/19,1,Aritz Elustondo
0,Season 00/01,2,Arjen Robben
1,Season 01/02,10,Arjen Robben
2,Season 02/03,13,Arjen Robben
3,Season 03/04,8,Arjen Robben
4,Season 04/05,9,Arjen Robben
5,Season 05/06,7,Arjen Robben
6,Season 06/07,3,Arjen Robben
7,Season 07/08,5,Arjen Robben
8,Season 08/09,8,Arjen Robben
9,Season 09/10,23,Arjen Robben
10,Season 10/11,13,Arjen Robben
11,Season 11/12,19,Arjen Robben
12,Season 12/13,13,Arjen Robben
13,Season 13/14,21,Arjen Robben
14,Season 14/15,19,Arjen Robben
15,Season 15/16,7,Arjen Robben
16,Season 16/17,16,Arjen Robben
17,Season 17/18,7,Arjen Robben
18,Season 18/19,5,Arjen Robben
0,Season 11/12,4,Arkadiusz Milik
1,Season 12/13,14,Arkadiusz Milik
2,Season 13/14,2,Arkadiusz Milik
3,Season 14/15,23,Arkadiusz Milik
4,Season 15/16,24,Arkadiusz Milik
5,Season 16/17,8,Arkadiusz Milik
6,Season 17/18,6,Arkadiusz Milik
7,Season 18/19,7,Arkadiusz Milik
0,Season 14/15,3,Arkadiusz Reca
1,Season 15/16,12,Arkadiusz Reca
2,Season 16/17,4,Arkadiusz Reca
3,Season 17/18,3,Arkadiusz Reca
0,Season 09/10,2,Armando Izzo
1,Season 10/11,1,Armando Izzo
2,Season 11/12,1,Armando Izzo
3,Season 12/13,1,Armando Izzo
4,Season 13/14,1,Armando Izzo
5,Season 14/15,1,Armando Izzo
6,Season 17/18,1,Armando Izzo
7,Season 18/19,1,Armando Izzo
0,Season 09/10,8,Armando Sadiku
1,Season 10/11,14,Armando Sadiku
2,Season 11/12,22,Armando Sadiku
3,Season 12/13,22,Armando Sadiku
4,Season 13/14,10,Armando Sadiku
5,Season 14/15,7,Armando Sadiku
6,Season 15/16,18,Armando Sadiku
7,Season 16/17,16,Armando Sadiku
8,Season 17/18,7,Armando Sadiku
0,Season 16/17,2,Arnaud Nordin
1,Season 17/18,6,Arnaud Nordin
0,Season 14/15,2,Arne Maier
1,Season 15/16,5,Arne Maier
2,Season 16/17,3,Arne Maier
3,Season 17/18,1,Arne Maier
0,Season 13/14,6,Arnel Jakupovic
1,Season 14/15,21,Arnel Jakupovic
2,Season 15/16,15,Arnel Jakupovic
3,Season 16/17,11,Arnel Jakupovic
4,Season 17/18,4,Arnel Jakupovic
5,Season 18/19,3,Arnel Jakupovic
0,Season 15/16,2,Arnold Bouka Moutou
0,Season 08/09,2,Aron Gunnarsson
1,Season 09/10,1,Aron Gunnarsson
2,Season 10/11,4,Aron Gunnarsson
3,Season 11/12,5,Aron Gunnarsson
4,Season 12/13,8,Aron Gunnarsson
5,Season 13/14,1,Aron Gunnarsson
6,Season 14/15,4,Aron Gunnarsson
7,Season 15/16,2,Aron Gunnarsson
8,Season 16/17,3,Aron Gunnarsson
9,Season 17/18,1,Aron Gunnarsson
10,Season 18/19,1,Aron Gunnarsson
0,Season 2009,1,Aron Jóhannsson
1,Season 2010,12,Aron Jóhannsson
2,Season 10/11,2,Aron Jóhannsson
3,Season 11/12,8,Aron Jóhannsson
4,Season 12/13,21,Aron Jóhannsson
5,Season 13/14,26,Aron Jóhannsson
6,Season 14/15,11,Aron Jóhannsson
7,Season 15/16,2,Aron Jóhannsson
8,Season 16/17,1,Aron Jóhannsson
9,Season 17/18,2,Aron Jóhannsson
0,Season 2017,1,Arthur
1,Season 2018,1,Arthur
0,Season 13/14,1,Arthur Masuaku
1,Season 14/15,1,Arthur Masuaku
2,Season 15/16,1,Arthur Masuaku
3,Season 17/18,1,Arthur Masuaku
0,Season 03/04,1,Artur Boruc
0,Season 09/10,2,Artur Ionita
1,Season 10/11,1,Artur Ionita
2,Season 11/12,3,Artur Ionita
3,Season 12/13,6,Artur Ionita
4,Season 13/14,6,Artur Ionita
5,Season 14/15,2,Artur Ionita
6,Season 15/16,4,Artur Ionita
7,Season 16/17,3,Artur Ionita
8,Season 18/19,2,Artur Ionita
0,Season 13/14,3,Arturo Calabresi
1,Season 14/15,1,Arturo Calabresi
2,Season 15/16,3,Arturo Calabresi
3,Season 18/19,1,Arturo Calabresi
0,Season 07/08,1,Arturo Vidal
1,Season 08/09,6,Arturo Vidal
2,Season 09/10,1,Arturo Vidal
3,Season 10/11,13,Arturo Vidal
4,Season 11/12,7,Arturo Vidal
5,Season 12/13,15,Arturo Vidal
6,Season 13/14,18,Arturo Vidal
7,Season 14/15,8,Arturo Vidal
8,Season 15/16,7,Arturo Vidal
9,Season 16/17,9,Arturo Vidal
10,Season 17/18,6,Arturo Vidal
11,Season 18/19,2,Arturo Vidal
0,Season 08/09,1,Ashley Barnes
1,Season 09/10,6,Ashley Barnes
2,Season 10/11,20,Ashley Barnes
3,Season 11/12,14,Ashley Barnes
4,Season 12/13,9,Ashley Barnes
5,Season 13/14,10,Ashley Barnes
6,Season 14/15,5,Ashley Barnes
7,Season 16/17,6,Ashley Barnes
8,Season 17/18,10,Ashley Barnes
9,Season 18/19,3,Ashley Barnes
0,Season 09/10,6,Ashley Westwood
1,Season 10/11,6,Ashley Westwood
2,Season 11/12,3,Ashley Westwood
3,Season 13/14,3,Ashley Westwood
4,Season 15/16,2,Ashley Westwood
0,Season 03/04,3,Ashley Young
1,Season 05/06,14,Ashley Young
2,Season 06/07,7,Ashley Young
3,Season 07/08,8,Ashley Young
4,Season 08/09,9,Ashley Young
5,Season 09/10,9,Ashley Young
6,Season 10/11,9,Ashley Young
7,Season 11/12,8,Ashley Young
8,Season 13/14,3,Ashley Young
9,Season 14/15,2,Ashley Young
10,Season 15/16,1,Ashley Young
11,Season 17/18,2,Ashley Young
12,Season 18/19,1,Ashley Young
0,Season 08/09,2,Asier Illarramendi
1,Season 10/11,3,Asier Illarramendi
2,Season 13/14,3,Asier Illarramendi
3,Season 15/16,1,Asier Illarramendi
4,Season 16/17,1,Asier Illarramendi
5,Season 17/18,7,Asier Illarramendi
6,Season 18/19,1,Asier Illarramendi
0,Season 13/14,1,Asmir Begovic
0,Season 13/14,3,Assane Dioussé
1,Season 17/18,1,Assane Dioussé
0,Season 13/14,1,Atinc Nukan
1,Season 14/15,1,Atinc Nukan
2,Season 15/16,1,Atinc Nukan
3,Season 16/17,1,Atinc Nukan
0,Season 15/16,1,Axel Disasi
1,Season 17/18,1,Axel Disasi
0,Season 06/07,3,Axel Witsel
1,Season 07/08,9,Axel Witsel
2,Season 08/09,9,Axel Witsel
3,Season 09/10,11,Axel Witsel
4,Season 10/11,12,Axel Witsel
5,Season 11/12,5,Axel Witsel
6,Season 12/13,5,Axel Witsel
7,Season 13/14,4,Axel Witsel
8,Season 14/15,6,Axel Witsel
9,Season 15/16,6,Axel Witsel
10,Season 16/17,6,Axel Witsel
11,Season 2018,2,Axel Witsel
12,Season 18/19,3,Axel Witsel
0,Season 08/09,6,Aymen Abdennour
1,Season 09/10,1,Aymen Abdennour
2,Season 10/11,4,Aymen Abdennour
3,Season 11/12,2,Aymen Abdennour
4,Season 12/13,1,Aymen Abdennour
5,Season 14/15,1,Aymen Abdennour
0,Season 13/14,1,Aymen Barkok
1,Season 14/15,1,Aymen Barkok
2,Season 15/16,1,Aymen Barkok
3,Season 16/17,5,Aymen Barkok
4,Season 18/19,1,Aymen Barkok
0,Season 13/14,2,Aymeric Laporte
1,Season 15/16,5,Aymeric Laporte
2,Season 16/17,2,Aymeric Laporte
3,Season 17/18,1,Aymeric Laporte
4,Season 18/19,3,Aymeric Laporte
0,Season 13/14,16,Ayoze Pérez
1,Season 14/15,7,Ayoze Pérez
2,Season 15/16,6,Ayoze Pérez
3,Season 16/17,12,Ayoze Pérez
4,Season 17/18,10,Ayoze Pérez
5,Season 18/19,2,Ayoze Pérez
0,Season 11/12,1,Aïssa Mandi
1,Season 12/13,2,Aïssa Mandi
2,Season 14/15,6,Aïssa Mandi
3,Season 15/16,5,Aïssa Mandi
4,Season 16/17,2,Aïssa Mandi
5,Season 17/18,1,Aïssa Mandi
0,Season 16/17,1,Bachibou Koita
1,Season 17/18,1,Bachibou Koita
0,Season 15/16,1,Bakaye Dibassy
1,Season 16/17,5,Bakaye Dibassy
2,Season 17/18,1,Bakaye Dibassy
3,Season 18/19,1,Bakaye Dibassy
0,Season 12/13,1,Baptiste Guillaume
1,Season 14/15,2,Baptiste Guillaume
2,Season 16/17,9,Baptiste Guillaume
3,Season 17/18,2,Baptiste Guillaume
4,Season 18/19,1,Baptiste Guillaume
0,Season 13/14,4,Baptiste Santamaría
1,Season 14/15,4,Baptiste Santamaría
2,Season 15/16,6,Baptiste Santamaría
3,Season 18/19,1,Baptiste Santamaría
0,Season 11/12,1,Bartosz Bereszynski
1,Season 12/13,1,Bartosz Bereszynski
2,Season 13/14,1,Bartosz Bereszynski
0,Season 07/08,1,Bartosz Salamon
1,Season 08/09,1,Bartosz Salamon
2,Season 09/10,4,Bartosz Salamon
3,Season 10/11,2,Bartosz Salamon
4,Season 11/12,1,Bartosz Salamon
5,Season 12/13,3,Bartosz Salamon
6,Season 14/15,1,Bartosz Salamon
